hub_id,facility_id,hub_source_row_id,hub_name,hub_name_clean,hub_level,ownership,subregion,longitude,latitude,coordinate_valid,coordinate_source,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,eligible_primary_hub,eligible_strong_hub,eligible_full_hub,eligible_treatment_any_hub,eligible_transfusion_ready_hub,catchment_population,scd_admissions,scd_deaths,hbs_mean,pfpr_mean,master_name,master_name_clean,master_type,master_ownership,master_authority,master_status,master_region,master_district,master_county,master_subcounty,master_name_match_flag,no,facility_name,facility_type,cl,hu,nbs,tr,co_risk_product,hbs_minmax,pfpr_minmax,co_risk_additive_standardised,master_longitude,master_latitude,master_coordinate_valid
HF2152,HF2152,170,Aboke HC IV,ABOKE HC IV,HC IV,Government,LANGO,32.6813,2.3513,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,96525,0,0,0.10031,0.435975,Aboke HC IV,ABOKE HC IV,HC IV,Government,MOH,Functional,NA,KOLE,KOLE,ABOKE,exact_clean_name_match,170,Aboke HC IV,HC IV,1,0,0,0,0.04373265,0.99138946,0.86223427,0.92681186,32.6813,2.3513,TRUE
HF2167,HF2167,171,Kotido HC IV,KOTIDO HC IV,HC IV,Government,KARAMOJA,34.11676,3.01504,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,128765,0,0,0.056484,0.436503,Kotido HC IV,KOTIDO HC IV,HC IV,Government,MOH,Functional,NA,KOTIDO,KOTIDO MUNICIPALITY,CENTRAL DIVISION,exact_clean_name_match,171,Kotido HC IV,HC IV,0,0,0,0,0.02465544,0.4364403,0.86340396,0.64992213,34.11676,3.01504,TRUE
HF2186,HF2186,172,Madi-Opei HC IV,MADI OPEI HC IV,HC IV,Government,ACHOLI,33.08724,3.60708,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,10993,0,0,0.071394,0.393436,Madi-Opei HC IV,MADI OPEI HC IV,HC IV,Government,MOH,Functional,NA,LAMWO,LAMWO,MADI OPEI,exact_clean_name_match,172,Madi-Opei HC IV,HC IV,0,0,0,0,0.02808897,0.62523901,0.76799718,0.6966181,33.08724,3.60708,TRUE
HF2190,HF2190,173,Padibe HC IV,PADIBE HC IV,HC IV,Government,ACHOLI,32.827148,3.475195,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,46874,0,0,0.074921,0.391912,Padibe HC IV,PADIBE HC IV,HC IV,Government,MOH,Functional,NA,LAMWO,LAMWO,PADIBE TOWN COUNCIL,exact_clean_name_match,173,Padibe HC IV,HC IV,1,0,0,0,0.02936244,0.66989984,0.76462105,0.71726044,32.827148,3.475195,TRUE
HF2205,HF2205,174,Ayira Health Services,AYIRA HEALTH SERVICES,HC IV,Private For Profit,LANGO,32.89498,2.26901,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,156218,0,0,0.100766,0.413943,Ayira Health Services,AYIRA HEALTH SERVICES,HC IV,Private For Profit,NA,Functional,NA,LIRA,LIRA MUNICIPALITY,ADYEL DIVISION,exact_clean_name_match,174,Ayira Health Services,HC IV,0,0,0,0,0.04171138,0.99716359,0.81342655,0.90529507,32.89498,2.26901,TRUE
HF2206,HF2206,175,Lira REGIONAL REF HOSPITAL,LIRA REGIONAL REF HOSPITAL,RR Hospital,Government,LANGO,32.90135,2.25553,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,90097,3698,26,0.097593,0.383429,Lira REGIONAL REF HOSPITAL,LIRA REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,NA,LIRA,LIRA MUNICIPALITY,ADYEL DIVISION,exact_clean_name_match,175,Lira REGIONAL REF HOSPITAL,RR Hospital,0,0,0,1,0.03741999,0.9569853,0.74582857,0.85140693,32.90135,2.25553,TRUE
HF2211,HF2211,176,Amach HC IV,AMACH HC IV,HC IV,Government,LANGO,33.00555,2.11163,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,51559,0,0,0.09206,0.329426,Amach HC IV,AMACH HC IV,HC IV,Government,MOH,Functional,NA,LIRA,ERUTE,AMACH,exact_clean_name_match,176,Amach HC IV,HC IV,1,0,0,0,0.03032696,0.88692338,0.62619516,0.75655927,33.00555,2.11163,TRUE
HF2222,HF2222,177,PAG Mission HC IV,PAG MISSION HC IV,HC IV,Private Not For Profit,LANGO,32.89773,2.23864,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,274235,1818,3,0.093338,0.39047,PAG Mission HC IV,PAG MISSION HC IV,HC IV,Private Not For Profit,UPMB,Functional,NA,LIRA,LIRA MUNICIPALITY,CENTRAL DIVISION,exact_clean_name_match,177,PAG Mission HC IV,HC IV,0,0,0,1,0.03644569,0.90310612,0.76142657,0.83226635,32.89773,2.23864,TRUE
HF2228,HF2228,178,Ogur HC IV,OGUR HC IV,HC IV,Government,LANGO,32.93588,2.44195,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,160407,0,0,0.10099,0.427851,Ogur HC IV,OGUR HC IV,HC IV,Government,MOH,Functional,NA,LIRA,ERUTE,OGUR,exact_clean_name_match,178,Ogur HC IV,HC IV,1,0,0,0,0.04320867,1,0.84423709,0.92211855,32.93588,2.44195,TRUE
HF2249,HF2249,179,Obongi HC IV,OBONGI HC IV,HC IV,Government,WEST NILE,31.49298,3.25326,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,63956,0,0,0.050627,0.210048,Obongi HC IV,OBONGI HC IV,HC IV,Government,MOH,Functional,NA,MOYO,OBONGI,GIMARA,exact_clean_name_match,179,Obongi HC IV,HC IV,0,0,0,0,0.0106341,0.36227571,0.36173583,0.36200577,31.49298,3.25326,TRUE
HF2278,HF2278,180,Moyo HOSPITAL,MOYO HOSPITAL,General Hospital,Government,WEST NILE,31.727087,3.659821,TRUE,facilities_master_by_facility_id,1,1,0,1,3,0.25,strong_hub_score_3,TRUE,TRUE,FALSE,TRUE,TRUE,69781,724,9,0.05178,0.203436,Moyo HOSPITAL,MOYO HOSPITAL,General Hospital,Government,MOH,Functional,NA,MOYO,WEST MOYO,MOYO TOWN COUNCIL,exact_clean_name_match,180,Moyo HOSPITAL,General Hospital,1,1,0,1,0.01053392,0.37687564,0.3470882,0.36198192,31.727087,3.659821,TRUE
HF2280,HF2280,181,Tokora HC IV,TOKORA HC IV,HC IV,Government,KARAMOJA,34.66517,1.84395,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,29400,0,0,0.040356,0.278769,Tokora HC IV,TOKORA HC IV,HC IV,Government,MOH,Functional,NA,NAKAPIRIPIRIT,CHEKWII,KAKOMONGOLE,exact_clean_name_match,181,Tokora HC IV,HC IV,0,0,0,0,0.01125,0.23221861,0.51397418,0.37309639,34.66517,1.84395,TRUE
HF2292,HF2292,182,Nabilatuk HC IV,NABILATUK HC IV,HC IV,Government,KARAMOJA,34.5743,2.05608,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,44804,0,0,0.03847,0.367228,Nabilatuk HC IV,NABILATUK HC IV,HC IV,Government,MOH,Functional,NA,NAKAPIRIPIRIT,PIAN,NABILATUK,exact_clean_name_match,182,Nabilatuk HC IV,HC IV,0,0,0,0,0.01412726,0.20833703,0.70993833,0.45913768,34.5743,2.05608,TRUE
HF2305,HF2305,183,Matany HOSPITAL,MATANY HOSPITAL,General Hospital,Private Not For Profit,KARAMOJA,34.40159,2.37929,TRUE,facilities_master_by_facility_id,0,0,1,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,13632,197,5,0.052775,0.428999,Matany HOSPITAL,MATANY HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,NAPAK,BOKORA,MATANY,exact_clean_name_match,183,Matany HOSPITAL,General Hospital,0,0,1,1,0.02264042,0.38947488,0.84678027,0.61812758,34.40159,2.37929,TRUE
HF2329,HF2329,184,Nebbi Hospital,NEBBI HOSPITAL,General Hospital,Government,WEST NILE,31.08486,2.48044,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,181821,580,7,0.065759,0.327401,Nebbi Hospital,NEBBI HOSPITAL,General Hospital,Government,MOH,Functional,NA,NEBBI,NEBBI MUNICIPALITY,THATHA DIVISION,exact_clean_name_match,184,Nebbi Hospital,General Hospital,0,0,0,1,0.02152956,0.55388551,0.62170916,0.58779733,31.08486,2.48044,TRUE
HF2330,HF2330,185,Angal St. Luke HOSPITAL,ANGAL SAINT LUKE HOSPITAL,General Hospital,Private Not For Profit,WEST NILE,31.193022,2.411255,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,114766,1041,2,0.068577,0.362475,Angal St. Luke HOSPITAL,ANGAL SAINT LUKE HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,NEBBI,PADYERE,NYARAVUR,exact_clean_name_match,185,Angal St. Luke HOSPITAL,General Hospital,0,0,0,1,0.02485745,0.58956859,0.69940896,0.64448877,31.193022,2.411255,TRUE
HF2353,HF2353,186,Anaka HOSPITAL,ANAKA HOSPITAL,General Hospital,Government,ACHOLI,31.94798,2.60271,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,151427,1041,4,0.088435,0.391597,Anaka HOSPITAL,ANAKA HOSPITAL,General Hospital,Government,MOH,Functional,NA,NWOYA,NWOYA,ANAKA TOWN COUNCIL,exact_clean_name_match,186,Anaka HOSPITAL,General Hospital,1,1,1,1,0.03463088,0.84102161,0.76392323,0.80247242,31.94798,2.60271,TRUE
HF2375,HF2375,187,Orum HC IV,ORUM HC IV,HC IV,Government,LANGO,33.34886,2.40098,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,50739,0,0,0.095638,0.378121,Orum HC IV,ORUM HC IV,HC IV,Government,MOH,Functional,NA,OTUKE,OTUKE,OTUKE TOWN COUNCIL,exact_clean_name_match,187,Orum HC IV,HC IV,1,0,0,0,0.03616274,0.93223,0.7340697,0.83314985,33.34886,2.40098,TRUE
HF2376,HF2376,188,Aber Ngo HOSPITAL,ABER NGO HOSPITAL,General Hospital,Private Not For Profit,LANGO,32.34108,2.12815,TRUE,facilities_master_by_facility_id,1,0,0,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,128850,724,4,0.097373,0.421997,Aber Ngo HOSPITAL,ABER NGO HOSPITAL,General Hospital,Private Not For Profit,UCMB,Non Functional,NA,OYAM,OYAM,ABER,exact_clean_name_match,188,Aber Ngo HOSPITAL,General Hospital,1,0,0,1,0.04109111,0.95419954,0.83126866,0.8927341,32.34108,2.12815,TRUE
HF2400,HF2400,189,Anyeke HC IV,ANYEKE HC IV,HC IV,Government,LANGO,32.50921,2.39086,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,190427,0,0,0.09991,0.441162,Anyeke HC IV,ANYEKE HC IV,HC IV,Government,MOH,Functional,NA,OYAM,OYAM,OYAM TOWN COUNCIL,exact_clean_name_match,189,Anyeke HC IV,HC IV,1,0,0,0,0.0440765,0.98632444,0.87372509,0.93002476,32.50921,2.39086,TRUE
HF2410,HF2410,190,5Th Military Division HOSPITAL,5TH MILITARY DIVISION HOSPITAL,General Hospital,Government,ACHOLI,33.00944,2.77578,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,58045,0,0,0.097959,0.418186,5Th Military Division HOSPITAL,5TH MILITARY DIVISION HOSPITAL,General Hospital,Government,Army,Functional,NA,PADER,ARUU,PADER,exact_clean_name_match,190,5Th  Military Division HOSPITAL,General Hospital,0,0,0,0,0.04096508,0.96161979,0.82282612,0.89222296,33.00944,2.77578,TRUE
HF2428,HF2428,191,Pajule HC IV,PAJULE HC IV,HC IV,Government,ACHOLI,32.9339,2.97852,TRUE,facilities_master_by_facility_id,1,0,0,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,FALSE,56279,0,0,0.093568,0.422521,Pajule HC IV,PAJULE HC IV,HC IV,Government,MOH,Functional,NA,PADER,ARUU,PAJULE,exact_clean_name_match,191,Pajule HC IV,HC IV,1,0,0,0,0.03953444,0.90601851,0.83242949,0.869224,32.9339,2.97852,TRUE
HF2445,HF2445,192,Yumbe Hospital,YUMBE HOSPITAL,General Hospital,Government,WEST NILE,31.18113,3.43922,TRUE,facilities_master_by_facility_id,0,0,1,0,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,FALSE,FALSE,581762,724,2,0.0476,0.215467,Yumbe Hospital,YUMBE HOSPITAL,General Hospital,Government,MOH,Functional,NA,YUMBE,ARINGA,KURU,exact_clean_name_match,192,Yumbe Hospital,General Hospital,0,0,1,0,0.01025623,0.32394616,0.3737406,0.34884338,31.18113,3.43922,TRUE
HF2448,HF2448,193,Midigo HC IV,MIDIGO HC IV,HC IV,Government,WEST NILE,31.2269,3.61036,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,179360,0,0,0.046698,0.224596,Midigo HC IV,MIDIGO HC IV,HC IV,Government,MOH,Functional,NA,YUMBE,ARINGA,MIDIGO,exact_clean_name_match,193,Midigo HC IV,HC IV,0,0,0,0,0.01048818,0.31252453,0.39396417,0.35324435,31.2269,3.61036,TRUE
HF2457,HF2457,194,Nyapea HOSPITAL,NYAPEA HOSPITAL,General Hospital,Private Not For Profit,WEST NILE,30.949542,2.463655,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,95962,272,12,0.062158,0.351558,Nyapea HOSPITAL,NYAPEA HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,ZOMBO,OKORO,NYAPEA,exact_clean_name_match,194,Nyapea HOSPITAL,General Hospital,1,1,1,1,0.02185214,0.50828764,0.67522441,0.59175603,30.949542,2.463655,TRUE
HF2475,HF2475,195,Nsiika HC IV,NSIIKA HC IV,HC IV,Government,ANKOLE,30.437887,-0.362992,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,47326,0,0,0.022053,0.088444,Nsiika HC IV,NSIIKA HC IV,HC IV,Government,MOH,Functional,NA,BUHWEJU,BUHWEJU,NSIIKA TOWN COUNCIL,exact_clean_name_match,195,Nsiika HC IV,HC IV,0,0,0,0,0.00195046,4.5585e-4,0.09234522,0.04640053,30.437887,-0.362992,TRUE
HF2481,HF2481,196,Buliisa Hospital,BULIISA HOSPITAL,General Hospital,Government,BUNYORO,31.41245,2.11622,TRUE,facilities_master_by_facility_id,1,1,1,1,4,0,full_hub_score_4,TRUE,TRUE,TRUE,TRUE,TRUE,120553,206,10,0.080853,0.336616,Buliisa Hospital,BULIISA HOSPITAL,General Hospital,Government,MOH,Functional,NA,BULIISA,BULIISA,BULIISA TOWN COUNCIL,exact_clean_name_match,196,Buliisa Hospital,General Hospital,1,1,1,1,0.02721641,0.74501412,0.64212324,0.69356868,31.41245,2.11622,TRUE
HF2490,HF2490,197,Bundibugyo Hospital,BUNDIBUGYO HOSPITAL,General Hospital,Government,TORO,30.06354,0.70216,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,100365,1315,8,0.052151,0.16528,Bundibugyo Hospital,BUNDIBUGYO HOSPITAL,General Hospital,Government,MOH,Functional,NA,BUNDIBUGYO,BWAMBA,BUNDIBUGYO TOWN COUNCIL,exact_clean_name_match,197,Bundibugyo Hospital,General Hospital,0,0,0,1,0.00861952,0.38157345,0.26256081,0.32206713,30.06354,0.70216,TRUE
HF2494,HF2494,198,Busaru HC IV,BUSARU HC IV,HC IV,Private Not For Profit,TORO,30.04422,0.66763,TRUE,facilities_master_by_facility_id,1,1,0,0,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,FALSE,119966,0,0,0.053528,0.153529,Busaru HC IV,BUSARU HC IV,HC IV,Private Not For Profit,UCMB,Functional,NA,BUNDIBUGYO,BWAMBA,BUSARU,exact_clean_name_match,198,Busaru HC IV,HC IV,1,1,0,0,0.0082181,0.39900979,0.2365287,0.31776924,30.04422,0.66763,TRUE
HF2501,HF2501,199,Kikyo HC IV,KIKYO HC IV,HC IV,Government,TORO,30.12337,0.74551,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,36800,0,0,0.051173,0.167921,Kikyo HC IV,KIKYO HC IV,HC IV,Government,MOH,Functional,NA,BUNDIBUGYO,BUGHENDERA,NGAMBA,exact_clean_name_match,199,Kikyo HC IV,HC IV,0,0,0,0,0.00859302,0.36918947,0.26841145,0.31880046,30.12337,0.74551,TRUE
HF2508,HF2508,200,Bushenyi HC IV,BUSHENYI HC IV,HC IV,Government,ANKOLE,30.19661,-0.54188,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,50128,0,0,0.023927,0.109359,Bushenyi HC IV,BUSHENYI HC IV,HC IV,Government,MOH,Functional,NA,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,CENTRAL DIVISON,exact_clean_name_match,200,Bushenyi HC IV,HC IV,0,0,0,0,0.00261663,0.02418548,0.13867843,0.08143196,30.19661,-0.54188,TRUE
HF2512,HF2512,201,Kiu Teaching HOSPITAL,KIU TEACHING HOSPITAL,General Hospital,Private Not For Profit,ANKOLE,30.14554,-0.53999,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,67364,43,3,0.024545,0.112981,Kiu Teaching HOSPITAL,KIU TEACHING HOSPITAL,General Hospital,Private Not For Profit,CSO,Functional,NA,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,ISHAKA DIVISON,exact_clean_name_match,201,Kiu Teaching HOSPITAL,General Hospital,0,0,0,1,0.00277312,0.03201094,0.14670229,0.08935662,30.14554,-0.53999,TRUE
HF2513,HF2513,202,Ishaka Adventist HOSPITAL,ISHAKA ADVENTIST HOSPITAL,General Hospital,Private Not For Profit,ANKOLE,30.13799,-0.54429,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,31340,16,1,0.023536,0.113948,Ishaka Adventist HOSPITAL,ISHAKA ADVENTIST HOSPITAL,General Hospital,Private Not For Profit,NA,Functional,NA,BUSHENYI,BUSHENYI-ISHAKA MUNICIPALITY,ISHAKA DIVISON,exact_clean_name_match,202,Ishaka Adventist HOSPITAL,General Hospital,0,0,0,1,0.00268188,0.01923442,0.14884449,0.08403945,30.13799,-0.54429,TRUE
HF2521,HF2521,203,Kyabugimbi HC IV,KYABUGIMBI HC IV,HC IV,Government,ANKOLE,30.26623,-0.49638,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,51812,0,0,0.023428,0.107261,Kyabugimbi HC IV,KYABUGIMBI HC IV,HC IV,Government,MOH,Functional,NA,BUSHENYI,IGARA,KYABUGIMBI,exact_clean_name_match,203,Kyabugimbi HC IV,HC IV,0,0,0,0,0.00251291,0.01786687,0.13403071,0.07594879,30.26623,-0.49638,TRUE
HF2522,HF2522,204,Comboni HOSPITAL,COMBONI HOSPITAL,General Hospital,Private Not For Profit,ANKOLE,30.11953,-0.44297,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,51408,100,4,0.024698,0.11129,Comboni HOSPITAL,COMBONI HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,BUSHENYI,IGARA,KYAMUHUNGA TOWN COUNCIL,exact_clean_name_match,204,Comboni HOSPITAL,General Hospital,0,0,0,1,0.00274864,0.03394831,0.1429562,0.08845226,30.11953,-0.44297,TRUE
HF2528,HF2528,205,Hunter Foundation HC,HUNTER FOUNDATION HC,General Hospital,Private For Profit,ANKOLE,30.28716,-0.55523,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,30088,0,0,0.023475,0.104394,Hunter Foundation HC,HUNTER FOUNDATION HC,General Hospital,Private For Profit,CSO,Non Functional,NA,BUSHENYI,IGARA,KYEIZOOBA,exact_clean_name_match,205,Hunter Foundation HC,General Hospital,0,0,0,0,0.00245065,0.01846201,0.12767942,0.07307071,30.28716,-0.55523,TRUE
HF2565,HF2565,206,Azur HC III,AZUR HC III,HC IV,Private Not For Profit,BUNYORO,31.34196,1.43875,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,206859,0,0,0.066761,0.215013,Azur HC III,AZUR HC III,HC IV,Private Not For Profit,UPMB,Functional,NA,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,exact_clean_name_match,206,Azur HC III,HC IV,0,0,0,0,0.01435448,0.56657339,0.37273485,0.46965412,31.34196,1.43875,TRUE
HF2566,HF2566,207,Hoima REGIONAL REF HOSPITAL,HOIMA REGIONAL REF HOSPITAL,RR Hospital,Government,BUNYORO,31.354685,1.430788,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,125437,1777,53,0.064527,0.193929,Hoima REGIONAL REF HOSPITAL,HOIMA REGIONAL REF HOSPITAL,RR Hospital,Government,MOH,Functional,NA,HOIMA,HOIMA MUNICIPALITY,KAHOORA DIVISON,exact_clean_name_match,207,Hoima REGIONAL REF HOSPITAL,RR Hospital,0,0,0,1,0.01251366,0.53828524,0.32602724,0.43215624,31.354685,1.430788,TRUE
HF2570,HF2570,208,Kigorobya HC IV,KIGOROBYA HC IV,HC IV,Government,BUNYORO,31.30888,1.61492,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,163324,0,0,0.071868,0.263757,Kigorobya HC IV,KIGOROBYA HC IV,HC IV,Government,MOH,Functional,NA,HOIMA,BUGAHYA,KIGOROBYA TOWN COUNCIL,exact_clean_name_match,208,Kigorobya HC IV,HC IV,0,0,0,0,0.01895569,0.63124106,0.48071794,0.5559795,31.30888,1.61492,TRUE
HF2578,HF2578,209,Kikuube HC IV,KIKUUBE HC IV,HC IV,Government,BUNYORO,31.22218,1.34046,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,166217,0,0,0.061672,0.224702,Kikuube HC IV,KIKUUBE HC IV,HC IV,Government,MOH,Functional,NA,HOIMA,BUHAGUZI,KIZIRANFUMBI,exact_clean_name_match,209,Kikuube HC IV,HC IV,0,0,0,0,0.01385782,0.50213364,0.39419899,0.44816632,31.22218,1.34046,TRUE
HF2586,HF2586,210,Kyangwali HC IV,KYANGWALI HC IV,HC IV,Government,BUNYORO,30.80046,1.2123,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,134630,0,0,0.059484,0.220146,Kyangwali HC IV,KYANGWALI HC IV,HC IV,Government,MOH,Functional,NA,HOIMA,BUHAGUZI,KYANGWALI,exact_clean_name_match,210,Kyangwali HC IV,HC IV,0,0,0,0,0.01309516,0.47442797,0.38410603,0.429267,30.80046,1.2123,TRUE
HF2594,HF2594,211,Ibanda HOSPITAL,IBANDA HOSPITAL,General Hospital,Private Not For Profit,ANKOLE,30.44786,-0.13048,TRUE,facilities_master_by_facility_id,0,0,1,1,2,0.5,partial_hub_score_2,TRUE,FALSE,FALSE,TRUE,TRUE,42035,137,5,0.025748,0.12592,Ibanda HOSPITAL,IBANDA HOSPITAL,General Hospital,Private Not For Profit,UCMB,Functional,NA,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,exact_clean_name_match,211,Ibanda HOSPITAL,General Hospital,0,0,1,1,0.00324219,0.04724399,0.17536619,0.11130509,30.44786,-0.13048,TRUE
HF2601,HF2601,212,Ishongororo HC IV,ISHONGORORO HC IV,HC IV,Government,ANKOLE,30.49815,0.04915,TRUE,facilities_master_by_facility_id,0,0,0,1,1,0.75,weak_hub_score_1,FALSE,FALSE,FALSE,TRUE,TRUE,168709,1,0,0.032415,0.151259,Ishongororo HC IV,ISHONGORORO HC IV,HC IV,Government,MOH,Functional,NA,IBANDA,IBANDA,ISHONGORORO TOWN COUNCIL,exact_clean_name_match,212,Ishongororo HC IV,HC IV,0,0,0,1,0.00490306,0.13166525,0.23149994,0.1815826,30.49815,0.04915,TRUE
HF2622,HF2622,213,Ruhoko HC IV,RUHOKO HC IV,HC IV,Government,ANKOLE,30.47829,-0.15491,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,180360,0,0,0.025456,0.113341,Ruhoko HC IV,RUHOKO HC IV,HC IV,Government,MOH,Functional,NA,IBANDA,IBANDA MUNICIPALITY,KAGANGO DIVISION,exact_clean_name_match,213,Ruhoko HC IV,HC IV,0,0,0,0,0.00288521,0.04354653,0.1474998,0.09552316,30.47829,-0.15491,TRUE
HF2652,HF2652,214,Kabuyanda HC IV,KABUYANDA HC IV,HC IV,Government,ANKOLE,30.62454,-0.94748,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,287835,0,0,0.030245,0.068618,Kabuyanda HC IV,KABUYANDA HC IV,HC IV,Government,MOH,Functional,NA,ISINGIRO,ISINGIRO,KABUYANDA TOWN COUNCIL,exact_clean_name_match,214,Kabuyanda HC IV,HC IV,0,0,0,0,0.00207535,0.10418751,0.04842447,0.07630599,30.62454,-0.94748,TRUE
HF2673,HF2673,215,Nyamuyanja HC IV,NYAMUYANJA HC IV,HC IV,Government,ANKOLE,30.67959,-0.78733,TRUE,facilities_master_by_facility_id,0,0,0,0,0,1,not_ready_score_0,FALSE,FALSE,FALSE,FALSE,FALSE,25375,0,0,0.030981,0.071196,Nyamuyanja HC IV,NYAMUYANJA HC IV,HC IV,Government,MOH,Functional,NA,ISINGIRO,ISINGIRO,NYAMUYANJA,exact_clean_name_match,215,Nyamuyanja HC IV,HC IV,0,0,0,0,0.00220572,0.11350715,0.05413554,0.08382135,30.67959,-0.78733,TRUE
